Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Status
mystic-slate-velvet,Mystic Slate Velvet,"<p>Mystic Slate Velvet fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystic slate,0,,0,deny,manual,0.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/MYTSLAT.jpg?v=1702857916,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-lead,Mystique Lead,"<p>Mystic Lead fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Lead.,0,,0,deny,manual,0.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/MYSTERE-LEAD.jpg?v=1702857910,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
mystique-silver,Mystique Silver,"<p>Mystic-Silver fabric, order your sample prior to purchasing your customised ottoman bed.</p>
<p>Fabrics Qualities<br>
This has the benefit of our practical Easy Clean finish, buying you extra time to mop up any spills and reduce staining.</p>
<div class=""commerce-product-field commerce-product-field-field-composition field-field-composition node-13937-product-field-composition"">
<div class=""field field-name-field-composition field-type-text field-label-inline clearfix"">
<div class=""field-label"">Pile Type: Deep/Dense Velvet<br>
COMPOSITION:  100% Polyester</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-width field-field-width node-13937-product-field-width"">
<div class=""field field-name-field-width field-type-text field-label-inline clearfix"">
<div class=""field-label"">WIDTH: 140 cm</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-pattern-repeat field-field-pattern-repeat node-13937-product-field-pattern-repeat"">
<div class=""field field-name-field-pattern-repeat field-type-text field-label-inline clearfix"">
<div class=""field-label"">PATTERN REPEAT (CM): Plain</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-care field-field-care"">
<div class=""field field-name-field-care field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">CARE: Do Not Bleach/Do Not Iron/Do Not Tumble Dry/Do Not Wash/Dry Clean</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-use field-field-use node-9-product-field-use"">
<div class=""field field-name-field-use field-type-taxonomy-term-reference field-label-inline clearfix"">
<div class=""field-label"">USE:  Upholstery/Curtaining</div>
</div>
</div>
<div class=""commerce-product-field commerce-product-field-field-martindale-rub-test field-field-martindale-rub-test node-13937-product-field-martindale-rub-test"">
<div class=""field field-name-field-martindale-rub-test field-type-text field-label-inline clearfix"">
<div class=""field-label"">MARTINDALE RUB TEST:  100000+</div>
</div>
</div>
 ",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,Order Swatches,"matching ottoman Box, ottoman bed, Ottoman Beds, Tall Headboard",TRUE,Title,Default Title,,,,,Mystique Silver.,0,,0,deny,manual,0.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/MYSTERE-SILVER.jpg?v=1702857904,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
include-sweet-dreams-54-tall-headboard,"Include Sweet Dreams 54"" Tall Headboard","<p>Sweet Dreams 54inch Option</p>
 ",Storage Beds and Mattresses,,Beds,,FALSE,Title,Default Title,,,,,XXSweetXXDreamsXX54INCH,0,,0,deny,manual,225,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Luxury-Ottoman-Bed-Sweet-Dreams-014_64990a9c-8aa7-483b-a818-cb9e90b13494.jpg?v=1702857899,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,archived
include-sweet-dreams-60-tall-headboard,"Include Sweet Dreams 60"" Tall Headboard","<p>Sweet Dreams 60inch Option</p>
 ",Storage Beds and Mattresses,,Beds,,FALSE,Title,Default Title,,,,,XXSweetXXDreams-60INCH,0,,0,deny,manual,275,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Luxury-Ottoman-Bed-Sweet-Dreams-014_dd1c5adc-fb60-4f27-a5d5-10d0e6f8b9b6.jpg?v=1702857894,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,archived
include-sweet-dreams-70-tall-headboard,"Include Sweet Dreams 70"" Tall Headboard","<p>Plush velvet ottoman storage bed, end opening, comes complete with floor standing wingback headboard in chesterfield design, other designer headboards are also available should you wish to go with a cheaper option ottoman storage bed.</p>
<p>Choose from a selection storage bed bases, also available in divan storage.</p>
 ",Storage Beds and Mattresses,,Beds,,FALSE,Title,Default Title,,,,,"Sweet-Dreams-70""",0,,0,deny,manual,425,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Luxury-Ottoman-Bed-Sweet-Dreams-014_677db2bf-e52d-4d2d-8eb3-0ecfe476b996.jpg?v=1702857889,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,archived
ottoman-base-only-without-headboard,Ottoman Bed Base Only Without Headboard,"<p>This Ottoman Base Only Without Headboard is an excellent option for those who want to add comfort and style to their space without spending too much money. This ottoman base is made with high quality materials that will last, and has a modern look that can easily fit into any home décor. It is the perfect choice for those who want a comfortable piece of furniture that is also stylish.</p>
<p>This ottoman base has a weight limit of 400kg and can easily accommodate two adults. The solid wood legs provide extra stability and the upholstery is stain resistant, so you won't have to worry about spilling any drinks or food. The foam cushion is removable, making it easy to clean, or change up the look of the ottoman quickly and easily.</p>
<p>This Ottoman Base Only Without Headboard is simple, modern design of this ottoman will easily blend in with any style of décor.</p>
 <p>This Ottoman bed Base Without Headboard is an excellent option for those who want to add comfort and style to their space without spending too much money. This ottoman base is made with high quality materials that will last, and has a modern look that can easily fit into any home d?cor. It is the perfect choice for those who want a comfortable piece of furniture that is also stylish.</p>
",Storage Beds and Mattresses,,Divan Base Only,"divan storage beds, end opening ottoman, Floor Standing Headboards, Ottoman, ottoman bed, side opening ottoman",TRUE,Title,Default Title,,,,,**Base Only**,0,,0,deny,manual,202.85,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Side-Opening-Base-Closed-Position_998ccc28-c519-4e79-a224-c616f4c46f6d.jpg?v=1702857883,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
ottoman-base-only-without-headboard,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_side_opening_Base-Only_Open_CloseUp_7110d551-df69-4575-8567-79c92c595601.jpg?v=1702857883,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottoman-base-only-without-headboard,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_End_ELD_Base-Only_Open_CloseUp_cc821ece-33cd-41d2-bbf8-ae14547504a7.jpg?v=1702857883,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safina-chesterfield-ottoman-bed-headboard-with-optional-mattress,Safina Chesterfield Ottoman Bed Headboard With Optional Mattress,"<p>Luxurious Safina Chesterfield<strong> Style Ottoman Bed</strong>, this an absolute masterpiece for the bedroom, this eloquent <b>Design includes 54inch Headboard</b> to give the ultimate effect, same color is also available in our premium plush Ivory fabrics, shades may vary slightly from batch to batch, so if you are unsure, please request the latest fabric from our swatch shop.</p>
<h3>Ottoman Bed Base</h3>
<ul>
<li>Bed Colour In Image Is: Plush Velvet Grey</li>
<li>Standard Base Storage Height is 37cm including Lid and Feet (Storage Depth 26cm)</li>
<li>Extra Deep Base Option has a base height of 44cm this includes Lid and Chrome Feet (Storage Depth 33cm) Largest in The UK</li>
<li>Super Deep Base Option has a base height of 50cm this includes Lid and Chrome Feet (Storage Depth 39cm) this is now officially the deepest ottoman bed in The UK Market</li>
<li>Base comes in 2 Pre-assembled and Upholstered Base Units.</li>
<li>High Quality Timber</li>
<li>495Kg Maximum User Weight Including Mattress</li>
<li>Anti-Slip Platform Top Secures Mattress Slippage</li>
<li>Both Lids are Bolted together for a complete Gas Assisted Opening Lid System.</li>
<li>4 x Durable Gas Pistons Included 600N/800N Lifts up to 90kg Mattress</li>
<li>Ottoman End Lift Mechanism Provides Easy Access Storage</li>
<li>Items Will Be Stored Within the Fully Enclosed Units Complete With Solid Floor</li>
<li>Laminated Beechwood Effect Internal MFC</li>
<li>Laminated MDF Lined Base with Hidden Cross Beam Strengthening</li>
<li>Fits All Headboards UK Standard Fittings</li>
<li>Comes with Chrome Glides</li>
<li>This Ottoman Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>5 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
<li>Made in The UK</li>
</ul>
<h3><span class=""contentsubtitle"">Headboard</span></h3>
<ul>
<li>This Floor Standing Headboards are is 54inch at the wings and 57inch Height at the top of the curvature</li>
<li>Please check overheads and turning points to the point of install,</li>
<li>Must measure 45 degree angle  to the stairs for overheads</li>
<li>Headboard is comes with matching base fabric which ever you select.</li>
<li>5 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
<h3>Mattress (available)</h3>
<ul>
<li>Choose Your Mattress From Our Specially Selected Luxurious Models, our Orthopaedic basic models have been selected to exceed current market basic products.</li>
<li>This Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>See Mattress Tab Above For More Information</li>
</ul>
<blockquote>
<h3><a href=""http://www.sosoftbeds.co.uk/ottoman-bed-gas-lift-instructions/"" data-schema-attribute="""">Go to  Bed Base fitting Instructions</a></h3>
</blockquote>
 ",Ottoman Beds,Furniture > Beds & Accessories > Beds & Bed Frames,Double (4ft6),"double ottoman bed, Includes Free Headboard, King Size Ottoman Bed, ottoman divan storage bed, Ottoman End Opening, Ottoman Side Opening, Panel Design Headboard",TRUE,Title,Default Title,,,,,Safina Chesterfield 54inch,0,,0,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Safina-Ottoman-Bed-sosoftbeds0014.jpg?v=1702857859,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
safina-chesterfield-ottoman-bed-headboard-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Safina-Ottoman-Bed-sosoftbeds0000.jpg?v=1702857859,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safina-chesterfield-ottoman-bed-headboard-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Safina-Ottoman-Bed-sosoftbeds0002.jpg?v=1702857859,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safina-chesterfield-ottoman-bed-headboard-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Safina-Ottoman-Bed-sosoftbeds0016.jpg?v=1702857859,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safina-chesterfield-ottoman-bed-headboard-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Safina-Ottoman-Bed-sosoftbeds0003.jpg?v=1702857859,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safina-chesterfield-ottoman-bed-headboard-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Safina-Ottoman-Bed-sosoftbeds0008.jpg?v=1702857859,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
